Content,label
Man charged with murder of Irish woman in New York,0
Baltimore did they big one with the Barbie Dangerous Lemon Drop 😭 #GagCityBaltimore,1
Save the date! #BillboardLatinWeek is returning to Miami this October. 😎🌴,2
"“Whenever, Wherever” had its biggest streaming day of 2024 on Spotify yesterday (479,768 streams), and “La Tortura” had its biggest streaming day ever on the platform (408,059).

[source: @Shakira_Vitium]",2
Lady Gaga screaming “JOKERS” two days after she announced she was going to be in Joker 2… so iconic,2
Could Ethiopian emperor’s stolen clothes be found in Manchester?,1
Kirsten Dunst on Jonathan Glazer’s Oscars speech: “My interpretation was he was saying that genocide is bad.” https://wp.me/pc8uak-1lDWTx,1
"🚨 🚨 🚨 🚨 🚨 🚨 🚨 🚨 🚨 🚨  4,824 #BTC (317,962,687 USD) transferred from unknown wallet to Coinbase Institutionalhttps://whale-alert.io/transaction/bitcoin/9a4c7bf86a8b2dabd9755bc282f57ef2b49c85168c137fe1a2458011cad952dd…",1
conan is getting 2 streams for found heaven,1
we're literally in 4 different eras currently,1
"This song is so hated in this fandom, but it's a fuking masterpiece",0
"""Sunlight is the best disinfectant.""",2
the final fight is about wishing you were the one that said the last thing before the relationship ended so i guess that’s why it’s so short i imagine it like a back and forth and then it ends abruptly cuz he didn’t got the last word so you just listen to it again and again,1
"If anybody needs Elmo, Elmo will be right here coloring! 🖍️👍",2
highkey need gaga to do some comedy after the joker 2 cycle,1
de lo mio 💋🇩🇴,2
THE WAY IT LOOKS LIKE THEYRE ON A STAGE WITH A SPOTLIGHT ON THEM BUT ITS ACTUALLY LIGHT FROM A PRISON WINDOW OH TODD YOUR MIND…,1
"‘They met in a diner in Ft. Lauderdale, a greasy spoon that Trump knew well. He would often send a flunky there for chili fries ‘best ones south of Palm Beach’ he liked to say. He was a connoisseur of salt & fat. His two fav food groups. For someone who sculpted his…",1
This been making me fall out 😭,0
The start of today's game will be delayed. Further updates will be provided as they become available.,1
All you got to do is smile that smile❤️,2
The Secrets Behind the Best Sports Synchs,1
Nicki you really GAGGED ME ! 💖🦄I love you so much . See you tomorrow 🥹 @NICKIMINAJ #GAGCITY #GagCityDC,2
it’s starting to sink in conan album so soon guys oh my word,2
"Many people can’t comprehend how you can have a relationship with God and not be religious. But the truth is, many of us got much closer to God once we evolved beyond organized religion.",2
Best part of this picture is being around all the @SpaceX team that makes commercial missions like @PolarisProgram possible.,2
LOCAL ARTIST IN KENYA PRODUCE ARTWORK OF TATE BROTHERS ON A VAN USED FOR FOOD AID@Cobratate @TateTheTalisman,1
"Twitter 1.0 - Where everyone made money, except the content creators & the advertising companies.

𝕏 - Where revenue sharing with creators, & high conversions for the advertising companies, are the top priorities.",2
Rod Wave Arrested on Weapons Charges as Police Accuse Him of Ties to Florida Gang Shooting,0
Josh Allen now gets the chance to prove he doesn’t need Stefon Diggs anymore just like Patrick Mahomes proved he didn’t need Tyreek Hill.,1
I still believe that all the best bangers are ahead of us.,2
Billie Eilish and Nicki Minaj want stop to 'predatory' music AI,1
"Billboard Bubbling Under Hot 100: #20(new) (Entre Paréntesis), @Shakira and Grupo Frontera.",1
"Wasn’t nervous tonight. 
Thank you for that #GAGCITYDC #GAGCITYDMV 
When you can do that for a person, you have a real light 
w/in you. God bless you all. 

This show was EFFING INCREDIBLE. IDC IDC IDFCCCC

And the REALEST N!gg@ of ALL time blessed us AGAIN!!!!!@50cent 🙏🏽🏆♥️",2
Lady Gaga updates her bio on Instagram.,1
"Olive Garden and LongHorn Steakhouse have reported last week that households with incomes above $150,000 had more transactions at its restaurants in the most recent quarter than a year ago, whereas transactions among those making less than $50,000 fell, per Axios.",1
Consistency is incredibly valuable,2
"ASIB: “she’s just playing herself”
HOG: “the accent is wrong”
J2: “she’s using her normal voice” 

Y’all are DRAINING",0
does any one know where i could find some Unsolicited advice? preferably from people with weird personality disorders who dont know anything,0
"in retrospect, calling the never ending song grocery store “food heaven” was insane",0
"Fun fact

In the movie The Matrix, Neo's passport has an expiration date set to 9/11/2001",1
We can have equal treatment or equal outcomes. Pick one.,1
"“Nothing can make you happier than having kids”
 - Elon Musk",2
No,1
Billionaires with the guts to stand up against woke mobs:@elonmusk@jk_rowlingIs there anybody else?,1
neither of these two ever sign up for a normal movie so this is gonna be the most heart-wrenching love story of all time trust and believe,2
"IT'S ON! 💥 @erakulis_app is a project very close to my heart. Born from my desire to promote a balanced and healthy lifestyle for everyone. Now, the tools to care for your body and mind are right at your fingertips!

Find out more: http://erakulis.com",2
"Julia Garner has been cast as a female Silver Surfer in ‘FANTASTIC FOUR’.

(Source: Deadline)",1
"Immediately following the initial attacks on the World Trade Center, tunnels were closed, and traffic fleeing Manhattan via bridges reached a standstill. 

Many civilians, especially in those neighborhoods closest to the attacks, were desperate to escape the island but had no way…",0
"Netanyahu is a fucking monster.

That's the tweet.",0
the fact that he confirmed that he signed all of the cds and vinyls on his couch is so☹️☹️ conan you are so loved,2
"Just lectured my son about misplacing his glasses while he was anxiously looking for them. 

He said, mommy you’re making me more nervous. Can we talk afterwards. 

Good for him because I was wrong. I aided in his dysregulation. I mess up, too.",0
JUST IN: Cathie Wood’s ARK Invest says #Bitcoin“is an insurance policy against rouge regimes.”,1
Man is going viral for saying that Soulja Boy is more of a rap legend than Nipsey Hussle.,1
lady gaga movies poster,1
We love and support you Elon 🤗,2
"If the Left is so dumb, why do they keep winning the most important elections",0
NEWS 🚨: NASA's Parker Solar Probe makes 1st-of-its-kind observation within a coronal mass ejection,1
"emma watson & rupert grint meeting shakira, 2002",1
Rod Wave was arrested today for possession of a firearm by a convicted felon.,0
.@katyperry in new promotional photos for @AmericanIdol 🌺,1
"Beyoncé’s ""Texas Hold ‘Em"" is on the rebound in the U.K.",2
Al Hilal: Sudanese champions play on 'to distract people from war',0
like she ate this! #GagCityBaltimore NICKI I LOVE YOU !,2
"I remember 2 years ago when I bought a 5,4million dollar Bugatti it was a big deal.

Now I have 75,000,000 dollars of cars in the middle of a global bank freeze Matrix attack and dont even give a fuck.

I own the largest online http://university.com in the world.

Its amazing…",2
Andrew Tate - Midnight Drive,1
GM,1
Latin Music Week Returns to Miami In October 2024 🌴 #LatinMusicWeek,1
Horse airlifted after nearly 24 hours stuck in a river,0
Nicki Minaj brings out her artist Tate Kobang (@1buttnaked) to perform “RNB” and “Bankrolls” in his hometown Baltimore 🔥,2
"Tip Jar will be soon available on web. It will significantly benefit creators on the platform.

via @nima_owji",2
Why This Company Wants To Recycle Instrument Strings Across the Globe,1
Politicians condemn disorder after Derry parade,0
The Last Goodbye: Los Temerarios Close 40-Year Career With Record-Setting Tour,1
"i wonder what will be the canonical explanation for why Gaga’s Harley is blonde with brunette roots

does Harley happen to like bleaching her hair just like Stefani does? 

does she change her hair because Arthur is into blondes?",1
THEY KNEW US TOOOO WELL,1
FINALLYYY those messy highlights are out the wayyyy,1
When I learned this scene was based on a true story I almost threw up…,1
Miley Cyrus and Post Malone are rumored to have a collaboration in the works.,1
Same vibes,1
"“The first person who benefits from an act of charity is the benefactor himself, by seeing the changes in himself and in his manners, by finding peace, by watching a smile form on the lips of another person.”",2
"BREAKING:

President Trump said ""When I win, tax cuts for all and an economic boom!""",2
"“Sim, você faz tudo. 🖤🔥”

— Orlando Bloom deixou um comentário no post de Katy Perry via Instagram.",1
"KP6:

- 500k copies sold in its first week 
- 5 deluxe versions and alternate covers 
- fraudulent radio play and streams 
- satanic accusations 
- 6 tv performances 
- 4 viral songs 
- 3 #1 hits 
- streaming farms",1
"I STILL can’t believe it’s over, this was truly one of the most memorable nights. I loved every second, every moment. Thank you to all the barbs who’ve been so supportive and true to themselves you all are the best I love you guys ☁️🩷 #gagcitydc #gagcitydmv @NICKIMINAJ",2
"Os fãs da Karol G arrumando treta com os da Shakira: 

Fãs da Karol G, mantenham seus pés no chão! Shakira já fez diversos shows no brasil em ESTÁDIOS com ingressos SOLD OUT. 

Karol G por sua vez está com os ingressos ENCALHADOS e ainda não são shows em estádios ou arenas.",1
"Yup. I’m that journalist! Both HuffPost & Observer are FANTASTIC news outlets. My condemnation for generating hate clicks against Perry was for my former self, not these great news outlets.",2
Americans are the only ones who cares about accent like what the fuck is a New York accent y'all fuckers sounds the same,0
DAISY DOVE????,1
Grateful for these last four years and excited for this next chapter. #BAYOUBARBIEOUT,2
Lady Gaga at the Venice Film Festival (2018),1
Joker has been portrayed by numerous male actors and nobody had an issue with it. Y’all always feel entitled to these opinions when it comes to female characters. Just say you love to pit women against each other and go.,1
the dead wife at the beginning of the movie,1
Jon Bernthal shares a new ‘DAREDEVIL BORN AGAIN’ BTS photo with Charlie Cox and Deborah Ann Woll,1
BREAKING: Judge denies Trump immunity claim in hush money case.,1
.@munilong Is ‘Made for’ No. 1 on R&B/Hip-Hop Airplay Chart,1
😭😭😭😭😭,0
What Will It Take To Get the Music Industry to Go Green? Live Veteran Amy Morrison Has Ideas,1
Student escapes Sudan war to start university course,1
This has to be one of my fav segments of the show 🥹 she knows how to speak to the soul 🩷 #GagCityBaltimore,2
A Complete Guide to Every 2024 Coachella Party & Event (Updating),1
Marc Brys: Appointment of new Cameroon boss surprises country's FA,1
"SHAGGY THE GOAT Part 2 | Tate Confidential Ep 225

Watch now:",1
Watch the full Tate Confidential episode exclusively on Rumble:,1
Hot 100 First-Timers: Artemas Debuts With Viral Hit ‘I Like the Way You Kiss Me’,1
🩷,1
This graph now has more views than his last 3 episodes combined. ☠️,2
Actor and comedian Joe Flaherty dead at 82,1
Here Are the Lyrics to Shakira & Cardi B’s Flirty ‘Punteria’ Translated to English,1
"Algo así me imagino el próximo Tour...se que hay varias que pueden parecer utópicas...pero bueno, quien sabe.🤔✨🌎💃   @shakira hazlo reina!! 👑",1
How Big a First Week Will Beyoncé Lasso With ‘Cowboy Carter’?,1
"Please pray for Xavier. He’s in surgery right now to remove the neuroblastoma cancer from his chest and spine.

Thank you all for loving our boy.#XaviersFight 💜🎗️💛",2
"First clip from ‘THE BEAR’ Season 3

Releasing in June on Hulu.",1
Can’t believe this was the era when little monsters abandoned her…,0
this actually changed the evolution of editing this is why tiktok edits are the way they are today,2
My opinion of Colorado State University just increased.,2
"NEWS: Cathie Wood says she still has a $2,000 price target for $TSLA shares.

“Now is not the time to run for the hills,” she said on CNBC.",1
ariana has blocked a fan because they uploaded a post with a taylor drag!,0
Thank you @katyperry for this hot girl tip of the day! 😂🩷 #iHeartAwards2024,2
“Swifties only hate Kanye bc of Taylor” no we hate him bc he’s a vile human and what he did to Taylor is a reflection of that,0
lady gaga explaining the plot of joker 2,1
"At 24, Shakira created this worldwide hit that everybody remembers to this day.

Now, at that age (or even older), you are dragging her on the internet and no one will remember that 😘",1
Boy's message in a bottle found in Denmark,1
"💕 #GAGCITYDC was def one of them ones. All the right clothing, etc.",2
Signed: Lewis Capaldi Connects With PPL; Lil Mosey Synchs Up With Cinq,1
this is actually insane.,0
🚨 | Conan Gray’s upcoming album “Found Heaven” is 36:42 minutes long. There are 13 tracks on the album including 5 earlier released songs.❗️The album comes out TOMORROW!,1
".@shakira makes history this week, thanks to her new album ‘Las Mujeres Ya No Lloran.’

The set debuts at No. 1 on the #TopLatinAlbums chart, becoming her seventh No. 1. She ties @jennirivera and @SelenaLaLeyenda for the most in history among women.

Details:…",2
"O jornalista ‘MisterD’ sobre o grande retorno de Katy Perry:

“[...]. Seu novo álbum, está quase pronto e impressionou os especialistas do setor musical: “É principalmente um retorno à origem. As músicas são mais maduras, mas têm a assinatura única de Katy.”",1
Estoy mono 😍 que nadie me hable!@shakira #LasMujeresYaNoLloran #LMYNL ¡En mis manos al fin! 😭😍,2
What Does a Head of Sustainability In the Music Business Actually Do?,1
"Travis when he read  
“Happy belated Independence Day from your local neighborhood independent girlies 😎See you tonight Kansas Cityy”",2
listen guys i fear we ate,0
Rebel Wilson Believes Adele ‘Hates’ Her Because of ‘Fat Amy’ Comparisons: ‘People Would Confuse Us’,0
Solar eclipse path: A guide on where and how to watch it in North America,1
"John Sinclair, Former MC5 Manager and Activist, Dies at 82",0
"Told you so, Barbz. Love you",2
"Finland shooting: Child, 13, wounds three in Vantaa school shooting",0
"Jordan Davis, Morgan Wallen & Big Loud Publishing Lead 2024 AIMP Nashville Country Awards Honorees",1
"I may be a tall, sexy, genius-level IQ, humble, BILLIONAIRE.

But that doesn't mean I am one of those elitist snobs, I sometimes wash one of my 63 supercars myself.

Top G.

The G stands for Man of the People.",1
#GagCityDC 💖🤍 @NICKIMINAJ love you long time!,2
Simon Coveney stepping down from Irish Cabinet,1
"Bizarrap’s Best Music Sessions, Ranked: Critics’ Picks",2
"A History of Disses at No. 1 on the Billboard Hot 100, From ‘You’re So Vain’ to ‘Like That’",1
"Lil Yachty, Who Worked at McDonald’s As a Teen, Stars in a New Ad for the Golden Arches",1
Arthur Wharton: Preston North End honours trailblazing black footballer,1
"It’s crazy because when I became famous people said I’m ghetto, talked shit about my accent, call me dumb because the way I speak, say I got no couth, talk about my teeth , my braids, my two buns… and to this day no matter what I accomplished I still get called a stripper all…",0
"Musicians Vote to Ratify New Contract With Film Studios, Including Streaming Residuals",1
"O filme “Lilo Lilo Crocodilo”, dublado por Shawn Mendes, chegará na @PrimeVideoBR dia 30 de abril! #LyleLyleCrocodile",1
They got us before we even got in😭🩷 #GagCityBaltimore @kash_leeda @lifeewithsav,0
The Houston Texans have a Top __ offense,2
belt on Nike tech is CRAZY,1
"Beyoncé’s ‘Cowboy Carter’ Legendary Inspirations & New Collaborators All Up in Streams: Linda Martell, Dolly Parton, Brittney Spencer & More",2
TOMORROW FOUND HEAVEN RELEASES!!! flashback to the beginning of this current era... where were you when this dropped? cause lives were changed that day,1
ice spice was hanging with cardi and taking pictures?,1
.@StevenVictor on Changing ‘How the Modern Athlete Looks Tomorrow’ With His Expansion Into Sports Management,1
This is insufferable. Literally keep it to yourself. I legit could never go out to eat or be around someone like this. I don’t care about your disordered relationship with food. Shut up.,0
How to Watch Women’s March Madness 2024 Final Four Games Online Without Cable,1
Here Are the 6 Best Earplugs to Help Protect Your Hearing at Concerts,2
"ALERT:  New York judge Juan Merchan denies Trump claim of presidential immunity in NY criminal case. 

Judge says, among other things, Trump “had myriad opportunities to raise the claim of presidential immunity well before March 7”",1
YG Entertainment Names Yang Min-seok Sole CEO,1
Yo @UberEats @Uber_Support I’ve never seen worse customer service in my life.,0
"Jean-Paul Vignon, Stylish French Vocalist & Actor, Dies at 89",1
and if i say his whole discography,1
.@shakira's ‘Las Mujeres Ya No Lloran’ Storms In at No. 1 on Top Latin Albums and Latin Pop Albums,1
"Three station crew members, including @NASA astronaut Loral O'Hara, are scheduled to begin their return to Earth on Friday, April 5. NASA TV will provide live coverage of their departure and landing.",1
this is the most popstar someone has pop starred in recent years 😭,2
Kanye West Sued by Ex-Donda Academy Staffer Who Says Rapper Threatened to Lock Students in Cages,0
Watch: Taiwan earthquake shakes man in rooftop pool,1
Sabrina Carpenter Channels the ’90s for SKIMS’ Sultry Underwear Campaign,1
17 SOLD OUT SHOWS 🎀🦄 come thru  #GagCityBaltimore #PinkFriday2Tour #PinkFriday2 #NickiMinaj NICKI ITS YO WORLD 🌎 AINT IT 💘🦄,2
"Three of the seven aid workers killed in Israeli strike in Gaza were British, charity World Central Kitchen confirmshttps://bbc.in/3vxW0jd",0
Travis Kelce Shares What He’s Learned From Taylor Swift About Music: ‘It’s Very Eye-Opening’,1
I kinda agree 🫠😩🙏🏽🛸🌃,2
MGK Shares the Lengthy Process of Getting a Blackout Tattoo,1
Thousands brave rain for White House Easter egg roll,1
Spotify Plans More Price Increases in 2024: Report,1
"Casey Wasserman on Music, Sports & the ‘False Theory’ of Stars Who Can Do Both",1
i'm so not ready for miss you oh my god. it's about him reflecting on the people he liked before in the past which only made him realize that he missed the way these past crushes treated him than the ex he was currently dating at the time?!?!?,0
Nosiviwe Mapisa-Nqakula: South Africa parliament speaker resigns over corruption probe,1
These Are the Sports Anthems of the Future,1
The first trailer for ‘Joker 2’ starring Joaquin Phoenix and Lady Gaga will be released on April 9th.,1
THE DESCRIPTION FOR ALLEY ROSE,1
"Pharrell Faces Neptunes Dispute, Lucian Grainge Blasts Diddy Claims & More Top Music Law News",1
"‘Joker: Folie à Deux’ starring Joaquin Phoenix & Lady Gaga is rated R for:

• some strong violence
• language throughout
• some sexuality
• brief full nudity",1
Rabbit emerges from the ocean. I have now seen everything I need to see in life.,2
Boof+Barbz= PERFECTION 💪🏽,2
Eu fico chocado com a Katy Perry sendo tão carismática e legal com as outras artistas da indústria... Ela é tão querida e meiga né?,1
The Red Clay Strays Set European Concert Dates,1
#CTESPN had it first 📈🎬Most trusted source in all of sports,2
Travis Kelce Says So Far This Year He’s the ‘Happiest I’ve Ever Been’,2
"""If civilization doesn't grow, nothing else matters.""",0
Drew Goddard is set to write & direct a new ‘MATRIX’ movie.,1
AHHHHH BOURGEOUSIESES IS AFFLUENZA PT2 CONFIRMED,2
Frank Ocean’s ‘Lost’ Hits 1 Billion Spotify Streams,1
The Unlikely Rise of Nebulossa: From Running a Beauty Clinic to Representing Spain at Eurovision,1
"“Harleys In Hawaii”, de Katy Perry, ultrapassou a marca de 500 MILHÕES de streams no Spotify. 🌺",1
"From Queen to Lil Jon, How Sports Anthems Are Born",1
"& now a special announcement from this week’s guest on @hotones, @shakira. 🔥",2
"Obsessed with this photo series called ""From Window"" by Masahisa Fukase. He took photos of his wife from their apartment window almost everyday as she left 🥹",1
Nicole Richie & Joel Madden’s Kids Are Their Parents’ Lookalikes at Red Carpet Debut,1
"Keityn, Feid & More Honored at 2024 ASCAP Latin Music Awards: Complete Winners List",1
Father of crash victims tells funeral his world is 'now so empty',0
.@Tyllaaaaaaa's ‘Water’ Surges to No. 1 on Hot R&B Songs Chart,2
vocals !!!!!! #GagCityDC,1
German trial witness says he saw Madeleine McCann suspect in rape videos,1
Taylor Swift Is Getting Her Own SiriusXM Radio Channel: Here’s How to Tune In,1
Dozens dead in Istanbul nightclub fire,0
".@KenBurns Talks Beyoncé’s ‘Cowboy Carter,’ Compares New Album to Beatles’ ‘White Album’: ‘She’s Got Guts!’",1
Ppl spending their hard earned money baby. You betta f$&!ng believe it!!!!!! 🙏🏽🫶🏽🫵,2
"Travis Kelce Opens Up About 2024 Kelce Jam Music Festival, His ‘Last Hoo-rah’ Post-Super Bowl",1
Ukraine war: Deepest Ukraine drone attack into Russian territory injures 12,0
Hot 100 First-Timers: Tito Double P & Joel De La P Arrive With Peso Pluma Collab ‘La People II’,1
‘ALIEN’ will re-release in theaters on April 26,1
Taylor Swift and SZA were among the record-setters at the 2024 #iHeartAwards.,2
"“Harleys In Hawaii” by Katy Perry has reached 500 MILLION streams on Spotify.

It’s her 15th song to achieve this.",2
".@chelseacutler Opens Up About Her ‘Yellowstone’ Themed Album ‘Stellaria,’ Mental Health & More",1
"🇷🇴 | ""Chantaje (feat. Maluma)"" debuta en el Top 200 de Spotify Rumania (#185) a 7 años de su lanzamiento

✶ Es la 6° canción de @Shakira en el chart y el 55 país en el que ingresó",1
remembering that after friday we won’t have new music for about a year,1
"NEW: #Bitcoin ETFs saw a record volume of $111 BILLION in March.

That's TRIPLE the inflows from February  🤯",2
Eminem Pranks Fans With April Fools’ Day Album Announcement,1
Meet the Major League Executives Bringing Music to Sports,1
".@fireboydml has major plans for 2024 👀 He teases his next album, going on tour & diving into acting with #BillboardNews.

Watch his full interview: http://blbrd.cm/5vh5zha",2
We have an incredible team of engineers building the App that will change.... Everything.,2
.@patrickmayberry Takes ‘Lead’ on Christian Airplay Chart for First Time: ‘I Hope the Message Keeps Going’,1
full nudityyy and it better be from ga,1
".@ericchurch on New Whiskey JYPSI Release, Upcoming Nashville Residency: ‘It Was Important to Us That We Could Be Creative’",2
Google to delete records from Incognito tracking,1
joker                                      joker 2,1
Venice Launches New ‘Career Assistant’ Tool for Artists,1
this was sooo…,1
"The 10-member space station crew worked on cargo, spacesuits, and human research on Tuesday as weekend crew departure preps continue.",1
"The Polaris Dawn Dragon is headed to vacuum chamber testing! SpaceX teams celebrate Dragon's departure with @rookisaacman, @KiddPoteet, @Gillis_SarahE, and @annawmenon ahead of launching to orbit this summer",2
The Cast Of Real Housewives of Potomac are in gag city tonight!#RHOP#GagCityDC,1
Kristen Wiig’s Old ‘SNL’ Dressing Room Gets Completely Taken Over in New Promo,1
Soca Superstar @Kestheband Breaks Down Five Favorite Tracks From First Album in 10 Years: ‘It’s Time to Position Ourselves in a Global Way’,1
Bassirou Diomaye Faye: Senegal election offers hope to frustrated young Africans,1
There was plenty of drama when Ziggy and Mackenzie Sol entered a sing-off on #AmericanIdol.,1
🩷🙏🏽,2
Louis Conter: Last survivor of attack on Pearl Harbor ship dies aged 102,0
Lizard Eliminated After ‘Sink or Swim’ Experience on ‘The Masked Singer’: ‘I’m Not Used to Losing’,1
At least 29 people now confirmed to have died in fire at Istanbul nightclub undergoing renovations,0
20 Best Travel Deals to Help You Get Away on a Budget,2
"QGTM!!!! History in the 
f$&@!ng making. Thank you a million times over. 🏆#GAGCITYDC shall go in the #GAGCITY HISTORY BOOKS.",2
Michelle Obama Praises Beyoncé’s ‘Cowboy Carter’ While Encouraging Fans to Register to Vote: ‘We All Have Power’,2
K-pop star Karina and actor Lee Jae-wook split shortly after going public,1
"Act Fast! The iPad Pro, iPad Air & iPad Mini Are On Sale at Amazon — Save Up to $100 Off",2
"Spotify | A pesar del supuesto backlash, ""Las Mujeres Ya No Lloran"" incrementó sus streams diarios ayer, ""Whenever, Wherever"" tuvo su mejor día en lo que va del 2024 (479.768 streams) y ""La Tortura"" recibió más de 400 mil streams por primera vez (408.059)",1
"I love this & other Katy Perry accounts. But I need to make this clear: There was no press event-was a private preview for some industry people, and I wasn’t there. All VERY positive reactions to batch of songs they heard. Album not 100 percent finished but Katy is coming soon!!",2
"Ye has been sued by another former Donda Academy staffer, alleging a sexually abusive environment. #BillboardNews",0
"BREAKING: The #Bills are trading WR Stefon Diggs to the #Texans, per @AdamSchefter.",1
Adele Reschedules 2024 ‘Weekends’ Las Vegas Residency Shows Postponed By Illness,1
just a few sec of this scene added in the teaser trailer could make me faint,0
Crawler-transporter 2 update as we prepare for future @NASAArtemis missions! ⤵️,1
James Kirby: Cousins pay tribute to 'selfless hero',1
Magic Johnson Posts Heartfelt Celebration of ‘Living Icon’ Beyoncé’s ‘Cowboy Carter’,2
Jon Batiste Hopes His Work on Beyoncé’s ‘Cowboy Carter’ Helps ‘Dismantle the Genre Machine’,2
"The First Amendment.

Congress shall make no law respecting an establishment of religion, or prohibiting the free exercise thereof; or abridging the freedom of speech, or of the press; or the right of the people peaceably to assemble, and to petition the Government for a redress…",1
"Bless ft @youngthug #WvW 

PRE-SAVE 🔗 http://lilwayne.lnk.to/WvW",1
where it all began ⭐️,1
First poster for ‘Joker 2’ starring Joaquin Phoenix and Lady Gaga.,1
Billie Piper Says Classmate Amy Winehouse Was Bullied in School,1
"Slipknot, Avenged Sevenfold, Disturbed to Headline 2024 Rocklahoma Festival",1
Cash Cobain Speaks Out on NYC Concert Canceled for ‘Reasons Out of My Control’,1
Karol G in Latin America: All the Guests on her Mañana Será Bonito Tour,1
"Bizarrap & Natanael Cano Drop Explosive, Two-Song Collaboration ‘BZRP Music Session #59’: Stream It Here",1
Shakira has surpasses Billie Eilish to become the #21 (+1) artist with the most monthly listeners on Spotify and #8 female artist. 🌎,2
Two investors plead guilty in insider trading scheme linked to the Trump Media deal that brought the former president's social media business public,1
Strongest earthquake in 25 years rocks Taiwan with tsunami warnings issued for nearby countries,0
"Craig Gillespie is in talks to direct ‘SUPERGIRL’.

He has previously directed ‘Cruella’ and ‘I, Tonya’

(Source: Deadline)",1
"Do not trust men who are easily afraid.

Loyalty requires bravery.

Anyone who’s easily scared will easily turn.

Without balls - your sentiment as a man means absolutely zero.

As soon as a weak man has to suffer for the person they are “loyal” to, loyalty disappears.",0
"KAI Media, Company Behind K-Pop Label hello82, Raises More Funding For Expansion",1
Finland shooting: Several injured in Vantaa school shooting - police,0
"Ken Griffin says U.S. is being 'irresponsible' with national debt, and politicians are spending 'at the expense of future generations,’ per FORTUNE.",0
"https://share.stationhead.com/xo0mcqwcclly 

WE ARE ON. 🩷🎉🎉🎉🎉🎂🎈🎊#GAGCITY TICKET GIVE AWAY 🎫 🎟️ 
MAY THE BEST BARBZ WIN. 🏆",2
JUST IN:  🇨🇳🇹🇼 - 30 Chinese warplanes and 9 navy vessels have positioned around Taiwan according to Taiwan's defense ministry. 🤔,1
Donald trump getting booed in MI today brings joy to my heart.,2
"Fed Chairman Powell finally told the truth. Last week he finally admitted inflation is winning. The Fed can no longer promise I flation at 2% or that inflation is “transitory.”  Again he finally stopped lying.  Congratulations.

The problem is most people have no idea what the…",1
JUST IN: Hedge fund billionaire Steve Cohen told CNBC he owns a “very little” amount of #Bitcoin 👀,1
fellas is it antisеmitic to think that aid workers shouldn’t be airstriked ?,0
"Current Joker: Folie à Deux box office predictions. 

With a predicted worldwide box office of just under $800m, the film would currently be the 3rd highest grossing R-rated movie of all time behind Oppenheimer and the original Joker.",1
There is no future without kids,1
"There have been a few recent articles in the press about @Disney 'winning' its proxy contest with Nelson Peltz based on early election returns that have been leaked to the media.  We don't have an investment in Disney, but I thought it useful to point out the inappropriateness of…",1
"Aileen Cannon should have been removed from the case a long time ago with her bullshit rulings blatantly causing delays that favor defendant trump.

It's a fucking joke.",0
Wanna be 🤭❤️‍🔥 04/05,2
In the movie 'The matrix' Neo's passport has an expiration date set to 9/11/2001,1
".@katyperry's ""Harleys In Hawaii"" has now surpassed 500 million streams on Spotify.",2
HER MIND. SHE’S SICK.,0
"X Premium costs just 23 cents a day, when bought annually via web. 🇺🇸Subscribe to X Premium to support this platform.",2
Is there anything more overrated than a solar eclipse? 😂,0
"Loral O'Hara, one of five @NASA_Astronauts currently on the station, is returning to Earth on April 6. She conducted one spacewalk and researched advanced space phenomena during her six-and-a-half month mission. More... https://go.nasa.gov/49oIpbz",1
"It's been 6 years since we became a public company. It’s pretty wild to think that by most metrics, Spotify is now 3x or more on where we were that day.  I am reminded of Bill Gates’ quote, “Most people overestimate what they can do in one year and underestimate what they can do…",1
"2/ ... 1 of 8 bands in the 2200- to 7300-Å spectral region, then on to a photomultipler tube. By study of these emission intensity data, information on surface texture & composition of planets could be obtained, along w  information...",1
"Joker 2 poster has been seen 14 million times in just 10 HOURS on one Twitter account, comparing it to other major releases first poster posts, these numbers are INCREDIBLE.",2
"🚨 🚨 🚨 🚨 🚨 🚨 🚨 🚨 🚨 🚨  370,000,000 #USDT (370,047,175 USD) transferred from Tether Treasury to #Bitfinexhttps://whale-alert.io/transaction/tron/7b0d296e296bc2d72a9b2727d8868e79edf24fe5d478aab71026dacdb1ecf3fb…",1
"FTC responds to ESRB's proposal for an AI-powered face-scanning 'age estimation' system

""No""",1
"Why hasn't Judge Cannon ruled on the DoJ reconsideration motion to block the release of witness lists? I'm guessing she knows if she releases them, Smith will go to the 11th circuit. So she's sitting on it.",1
"🚨 BREAKING 🚨SEC ASKS FOR PUBLIC COMMENT 
FOR GRAYSCALE, BITWISE AND 
FIDELITY SPOT ETHEREUM ETFs.

GIGA BULLISH 🔥",1
This is evil,0
what's going on here,1
"Update on #SamplingMars: I recently collected my 24th sample from an area called ""Bunsen Peak"" (named for the @YellowstoneNPS landmark). The rock core is filled with silica and carbonate. http://go.nasa.gov/3vuGEMq",1
Knowledge is Power. #Bitcoin,2
truly mother’s daughter,1
Did you know that legacy media have notifications ON for 𝕏?,1
Hunter Schafer: Euphoria star says she no longer wants to play trans characters,0
Perfection.,2
wonder where she is now 😭,1
"DMs are still up & running, just saying",1
"BIG BREAKING 🚨COINBASE CEO SAYS ITS #BITCOIN  LIGHTNING NETWORK INTEGRATION ""SHOULD BE LAUNCHING SOON. 👀🔥",2
